norm_id	document_id	section_id	page	formulation_sha256	page_text_match_status
N-O027-03	01_BOIS_Base_Core_v2.22_EN.pdf	n-o027-03	158	5a3281ee162b341c5f69b87d6002580fc0eeb863fdcaa1a079b4c50a2acc1d75	PASS
N-O027-04	01_BOIS_Base_Core_v2.22_EN.pdf	n-o027-04	159	38387a67ab1aa0dc611163216db6770ad5b97ee2a0c7cf04dd3aca3d0f7de27f	PASS
N-O027-05	01_BOIS_Base_Core_v2.22_EN.pdf	n-o027-05	159	165deb99f708db71c99f6d0c26ee622bbdcc7e33a5ac18060d7de385f2cb9bcc	PASS
N-O027-06	01_BOIS_Base_Core_v2.22_EN.pdf	n-o027-06	160	8d2927701fdaee71447585eebd26375db678fc4e8b3da97693be2d2549ba6c90	PASS
N-O027-07	01_BOIS_Base_Core_v2.22_EN.pdf	n-o027-07	160	dc9fa0f582706ead3c73ae0d7b0dfbd7c7ce47e0480afc617aff800221ea5785	PASS
N-O027-10	01_BOIS_Base_Core_v2.22_EN.pdf	n-o027-10	161	737c5d7fc5a2d08302c7f4460edacf7be76401a0c00b3e854757b3f9e62d9660	PASS
N-O028-01	01_BOIS_Base_Core_v2.22_EN.pdf	n-o028-01	161	6e5b7b6e693376705a4b4dfce35773ba15d7c5f57aa3e43330bf9e71e6c3fe32	PASS
N-O028-02	01_BOIS_Base_Core_v2.22_EN.pdf	n-o028-02	162	67840165938bb467cc4a052df936096e0ca49e25c0cbe317ea0ecaa565c72928	PASS
N-O028-03	01_BOIS_Base_Core_v2.22_EN.pdf	n-o028-03	162	dc6573727068e2aa16747f1aa9eb0427ef9e6e5bb282c8f3f8782362a61f51a6	PASS
N-O028-04	01_BOIS_Base_Core_v2.22_EN.pdf	n-o028-04	163	ba9110262ef2729bcbaf02f01a77b98a5e1b119d84dc464329a55fef903068a0	PASS
N-O028-05	01_BOIS_Base_Core_v2.22_EN.pdf	n-o028-05	163	3dc18fd66c5c2d692a34b023e07feb1ce9da5057c6bb6f976f55d9dcf70dff8d	PASS
N-O028-06	01_BOIS_Base_Core_v2.22_EN.pdf	n-o028-06	164	de46a41959e0d1bc72929d3712376b8856cfb9b66f8d4fbdc6e475628d937ed3	PASS
N-O028-07	01_BOIS_Base_Core_v2.22_EN.pdf	n-o028-07	164	430d2f3d6732c9e30692b12925a51674393562ae9262dd50e5c0c265468d2d5d	PASS
N-O028-10	01_BOIS_Base_Core_v2.22_EN.pdf	n-o028-10	165	eb4dc8597941d5e8caa33f52265940a0c7c4109aab3da863e45a829d6bf91127	PASS
T-N-001	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-001	3	6fe9e1680ea2dd09ef2cf3857b83aca07fb33f6067d106a24c36897c91816120	PASS
T-N-002	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-002	3	96eba85ef4cd124950d925403b698830d15ea49885fd968551668a27d853ca97	PASS
T-N-003	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-003	4	9cd971333f69bde9947bddd65754a0fbb70e3d2395e3cb9bde6fa83094fc0cb2	PASS
T-N-004	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-004	4	e454716633af64284244a7566b5a2c46e1d1be3afb426b3cc46bfd8e34404c9a	PASS
T-N-005	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-005	5	4df13c9d72094f1fcd1c945716945229f04035de92276e1e99f8b813af8177c1	PASS
T-N-007	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-007	5	59dae05a24c0c654894a87b61d81be4cf20d81eda3c75330ad5b9bc83a543746	PASS
T-N-008	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-008	6	52c37f3bb94f36cdb10a309ce4157e4a0d63706fdf8c6bfacb1eda7e98abaa2f	PASS
T-N-009	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-009	6	be08b8b501782acb09c623a700f548a0139bdf4a43e541c5765559f6f2c79edd	PASS
T-N-010	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-010	7	913cb93519e11534fbe11128f443f0c2079d708f5a9b7a5db04c46f2a2c5b40f	PASS
T-N-011	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-011	7	e733904e3ea69e52ef4b57754a28f793e79158edf46683fa953e70010423bd2f	PASS
T-N-012	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-012	7	b74da42670fe6790c25ba02bd4115bfb21a2a3c072df1ebcc2a75fd62381a3dc	PASS
T-N-013	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-013	8	2544ad0c92ad0b2171050beb1ae7e68144838a6645813357351db31c236c8853	PASS
T-N-014	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-014	8	7316567952966020bf6aa03a75035226a42a3e2418014e4ca90e6f3d04c970db	PASS
T-N-015	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-015	9	fe5779ff82038116052db99818ea6639b95935a218b7a261a47737c87ac90652	PASS
T-N-016	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-016	9	f1f27c041eec710dcfd0b3098dc13a7b03e339cb643ae5e42f55acbe8b48b1a2	PASS
T-N-017	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-017	10	7cd1a79dee565572b921fa1cb21ac9bf8e811c197ad25ebf1698fcca2e50ca3c	PASS
T-N-018	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-018	10	d0dff999f7aac6a20a1efc901602592f9e3e27443cd699b731d25cae53c4b6f1	PASS
T-N-019	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-019	11	aa3bd6348ede07f1ec9e7a7b5e08042eff20a88c322f93c9b4b9c72cf5c4fcd1	PASS
T-N-020	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-020	11	c4f681637368b06149f539eb7e440d920ab1638a18cf70d402cd4b47835b213b	PASS
T-N-021	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-021	12	15d376dba02997a7f1b85dc610f09a280b458442c11ddbf740095c207bd48884	PASS
T-N-022	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-022	12	839ae96151d52070264d169cb3f30027e0df1a33cebfd0fcf0a27ff8bfcfc972	PASS
T-N-024	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-024	13	4855e95b90ab2f984f48b85a9abdf4092ac2aaa5cde2aef2c0cc3cbaa08d9d75	PASS
T-N-025	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-025	13	ba39824dd77e3058fe0334937fd98de64aab9b2fd2ab5043798eae2fb3508486	PASS
T-N-026	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-026	14	933cbde5bb86f1b272a70a18e191cbeb7345384d9ee2308130a0308a657be872	PASS
T-N-027	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-027	14	17179758ca72762e8298adcc395b547c988db1a60932d6bb51fbb0bbee10c2a1	PASS
T-N-028	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-028	15	3cbc98180c806a6b8dee74d45c299a71e629b6ace2027d7df754e0f35d98eeb3	PASS
T-N-029	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-029	15	db7908aca1b564cc93770c7a1b59faf7745c3df67ebab21a9091c573636990a5	PASS
T-N-030	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-030	15	8032443b92bf5e659c6364ddf8358469168e670424547d2e5ca09e84fc843f67	PASS
T-N-031	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-031	16	fcd51e39cc5754bff2462ecc533d6122a13fb8e0421f168e681583200b9065ed	PASS
T-N-032	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-032	16	f88d89624d5ee31d0feafa74ebf038e785948dd30994e84cf3a894ebca7e2b93	PASS
T-N-033	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-033	17	c3103ea402561376e40213534b15b595a98c962083cf8dd4df7ecc7087415414	PASS
T-N-034	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-034	17	562ba45bfda02383a955989f3265bb3b536306f48b9566716f017d9916ca802c	PASS
T-N-035	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-035	18	497c09246fa3fd397dd04d0935f8e4540c5c8d40d08d7229243467c206c4353b	PASS
T-N-036	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-036	18	2aa20508cba93656b4b880d686f271c7514416675bce0db56969e851cacfbe42	PASS
T-N-037	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-037	19	ce0bffc6f6feae3698e0289f4c9a0bca35810077e8681f86e903117fbf719605	PASS
T-N-038	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-038	19	2cd14dfc1569ffaaf800d11c0c56c3e32527e833581dd00ec132a84460a09904	PASS
T-N-039	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-039	20	395473fe0d47ba5b2ceb078abfc0093c38d188683de7dfaa08b0ba901b8a95e9	PASS
T-N-040	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-040	20	1320efded7576ac97e4ce4c090acddc67d47bcf00742b8ad298387d2cafd11f3	PASS
T-N-041	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-041	21	3d430ae07ba9273dcf0303430f6a90ada808f901008a920a89e2189fcb439913	PASS
T-N-042	02_Temnik_Personal_Layer_v2.22_EN.pdf	t-n-042	21	88f7b65c4b0eb8b502913076ebf2f2301e02205345d473aa8a4e4324ff467acd	PASS
T-N-043	03_Publication_Candidates_v2.22_EN.pdf	t-n-043	3	a9486d1d4e14e617d73747e4304db95cbf7d4ecb786c816e6f1173ffac67d357	PASS
